user_id;status_id;created_at;text;label
1,16321E+18;1,21905E+18;20/01/2020 00:00;Investors Eye Corporate Earnings as Bank of America Profits Drop 4%, Goldman Sachs Fall 24% https://t.co/FBte1UdLxw #theepochtimes #us;-1
3653880919;1,21905E+18;20/01/2020 00:02;@koyaluvr420 i think bank of america... ive talked to so many fake SDs and when they ask my bank and i say boa they immediately don?t text back or ask if i can make an account somewhere else <U+0001F480><U+0001F480> so i think they?re probably really secure;-1
3735644601;1,21905E+18;20/01/2020 00:07;CEO says Bank of America aims to ?double? its U.S. consumer market share: FT By?Reuters https://t.co/rgUBnONhAc https://t.co/6HoU5Tmmgs;0
1,19392E+18;1,21905E+18;20/01/2020 00:10;"@Noella79523289 @jeffman4life @YunG48444623 @RealMarkKennedy @realDonaldTrump Canada has passed laws that literally compel speech..

Enough said, right there.

That's called tyranny.

America is the envy of the world, and we are also the world's piggy-bank, and policemen, and example to strive towards..

You have obviously bought into the propaganda..";0
1,21873E+18;1,21905E+18;20/01/2020 00:11;@DianeBohallGray Fixed and never could. Ended up foreclosed and now i look at it everyday with somebody else living there. That is just pure evil. BANK OF AMERICA MY ASS.;-1
7,55924E+17;1,21906E+18;20/01/2020 00:39;"@GOP again showing their cards?
R.Prty doesn?t give a damn about America?Innocent Lives?or the Law
It?s all about THEIR bank accts
EVERY #GOP member is glty of Treason whether w/silence or active in cover-ups
#GOP CAN NEVER AGAIN BE TRUSTED &amp; MUST BE PERMANENTLY REMOVED https://t.co/Rm6tjXWYUr";0
7,10187E+17;1,21906E+18;20/01/2020 00:40;"Bank Of America of Charlotte 
https://t.co/5uyrACs636";0
1,04831E+18;1,21906E+18;20/01/2020 00:47;"@chrisonsocials @BankofAmerica @MerrillLynch @jpmorgan @Citi Yes. Yes it has... I just tweeted about how Bank of America looks to double it's market share..

Everyone thinks it means new clients. No.. it means overselling the rich ones they have now";-1
594083980;1,21906E+18;20/01/2020 00:51;had a meeting with one of our youth group volunteer dads and this white old money charlotte bank of america man told me the family left their old church because it didnt support the LGBTQ community. he said his bisexual daughter needs to know she is supported. so....I am emo;0
1191128978;1,21906E+18;20/01/2020 00:55;@NewProgressUSA @BernieSanders Our food bank delivered to rural towns that size all the time.  There's tons of abandoned houses throughout rural America- I grew up there- maybe you should get out more.;0
258922042;1,21906E+18;20/01/2020 00:57;@DavidBCollum @BankofAmerica @WellsFargo I dumped bank of America about 4 years ago precisely because of all their bullsh** fees.;-1
1736363546;1,21906E+18;20/01/2020 01:06;"@BofA_News The most important topic to me is Bank of America losing is social license to operate due to its corporate criminality, and then its disappearance from the face of the Earth.

Can you help with that?
.";-1
79062928;1,21907E+18;20/01/2020 01:14;@LennaLeprena @BofA_News ?The power to make Bank of America give all the money back to taxpayers and go to jail??;-1
4746120565;1,21907E+18;20/01/2020 01:15;Final boss says Bank of America aims to 'double' its U.S. consumer market share: FT | Article [AMP] | Reuters?.;0
1,04831E+18;1,21907E+18;20/01/2020 01:17;"@chrisonsocials @BankofAmerica @MerrillLynch @jpmorgan @Citi Yeah.. and I understand it from their perspective mainly because I was a part of it at BofA but it wasn't until I left and I search ""bank of America"" on Twitter every hour, which is how I find you, how consistent they are in the treatment of it's clients";0
126181918;1,21907E+18;20/01/2020 01:19;@TruthDrivenLife @bmckenz44559503 @nickamin20 @Ashleegyanks We moved a long time ago. I remember I worked on 7th and B though in the Gaslight District pretty much. I was on the 10th floor, it may have been the Bank of America Building but I'm not sure. We weren't affiliated with it. We lived on Texas Street.;0
201594578;1,21907E+18;20/01/2020 01:21;Have you visited these museums? Bank of America Free Admission Weekends #JerseyFun #NJ @bankofamerica https://t.co/JWVQ6mJmT0 https://t.co/umq3hCp8aV;1
236206710;1,21907E+18;20/01/2020 01:22;Random af but the Bank of America app so live...;0
2344321530;1,21907E+18;20/01/2020 01:23;"Peak Central Banks?

""Their ability to turnaround their economies from here is limited after what Bank of America estimates is more than 700 interest rate cuts and around $12 trillion in quantitative easing since 2009.""
https://t.co/UAd11qjz5c";0
9,01194E+17;1,21907E+18;20/01/2020 01:23;Analysts Anticipate Bank of America Corp $BAC Will Post Earnings of $0.73 Per Share https://t.co/oyvUq06ldk;0
61661638;1,21907E+18;20/01/2020 01:23;Brokerages Expect Bank of America Corp $BAC Will Announce Earnings of $0.73 Per Share https://t.co/E6XAy3cQt3 #stocks;0
2298709746;1,21907E+18;20/01/2020 01:24;Brokerages Expect Bank of America Corp $BAC Will Announce Earnings of $0.73 Per Share https://t.co/ajjMKWyp5i;0
8,8581E+17;1,21907E+18;20/01/2020 01:26;"Bank of America CEO aims to 'double' its U.S. consumer market share
- For more information : https://t.co/sCjtBzioGT
- don't forget to subscribe :)
#usa #news #business #info #businessnews #foxnews #blogs https://t.co/UqSGHJx60L";0
3421557079;1,21907E+18;20/01/2020 01:33;Commander Richard D Boyd Jr U.S. Military President Of The U.S. Dear Supreme Court I Proved A At Large Sum Of $1900 Quadrilian Bank Of America Robbery Murder Robbers Noe Perez Art Acevedo And The TS Gang At This Time Need The Marine Corps To Stop This Rash Of Robberies Austin Tx https://t.co/dZQawuEkE0;-1
1576831063;1,21907E+18;20/01/2020 01:43;@dbabby_ Not Bank of America <U+0001F480> Wells Fargo or chase I heard is really good;-1
1576831063;1,21907E+18;20/01/2020 01:45;@dbabby_ Smh I was thinking of switching there I?m done asf w Bank of America tho never again I needa new one too;-1
1,17744E+18;1,21907E+18;20/01/2020 01:46;"@StarsunJennisc2 What Are the Best VA Mortgage Lenders of 2020?

Bank of America:?Best Lender for Borrowers With Debt-to-Income Ratios As High As 55%

Chase:?Best Lender for Up to $3,000 Cash At Closing With a Grant And Education Course";1
1,20845E+18;1,21907E+18;20/01/2020 01:48;FOX BIZ NEWS: Bank of America CEO aims to 'double' its U.S. consumer market share https://t.co/HBI0N8UZUC;0
3421557079;1,21908E+18;20/01/2020 01:55;Supreme Court Ready To Print $1900 Q And Need The Murder Robbers Arrested Or I Am Cleaning My Money From Bank Of America Bone Dry And Selling BoA Chain For $2700 Quadril This Is Very Important For Bank Of America And Austin Texas This Is Bank Key Commander Richard D. Boyd Jr https://t.co/mxp4vQd60R https://t.co/duhdVCo5oF;0
401497474;1,21908E+18;20/01/2020 01:59;@TheTodayShow Privileged  White Male , Eton educated, funded by Bank of Dad  - reality will hopefully hit him sooner rather than later. He appears not to be able to think outside of the faux celebrity bubble he clearly now lives in. Welcome to America - wld be good to meet yr father in law ??!;0
8,47608E+17;1,21908E+30;20/01/2020 02:04;@BofA_News Breaking up Bank of America;0
1,21284E+30;1,21908E+18;20/01/2020 02:04;@ThiaBallerina Next thing you know you will be following Home Depot and Bank of America <U+0001F606><U+0001F644>;0
4874513699;1,21908E+18;20/01/2020 02:10;@BerningEarth Bank of America though ? Lol;0
1,21284E+30;1,21908E+18;20/01/2020 02:11;"@ThiaBallerina LOL

I dont think i have ever seen anyone on Twitter ever following Bank Of America :D";0
23650316;1,21908E+18;20/01/2020 02:13;@DallasDeejay @Chase Chase and Bank of America are bad. Get a local place after you get drafted. Or a credit union;-1
1,14918E+18;1,21908E+18;20/01/2020 02:13;Networth Fact of the day: Larry Page, Bank Of AMerica, $666,666,666.;-1
3243551873;1,21908E+18;20/01/2020 02:17;AFTAs 2019: Best Compliance Initiative?Bank of America - ... Indexing Engine, uses the https://t.co/ZsEc2td4xQ #machinelearning #intoAInews;1
478193447;1,21908E+18;20/01/2020 02:18;@Reuters Not with me.  Bank of America hates the U.S. Constitution.;-1
81969056;1,21908E+18;20/01/2020 02:19;Enterprise Capital Management - Finance Senior Analyst - Bank Of America - New York, NY - https://t.co/AQel6T5jhl #governmentjobs;0
1,01617E+18;1,21908E+18;20/01/2020 02:21;@LoveBling6 @Lisa78617146 No but I did see my first shut down Bank of America the other day...that?s hopeful!;-1
1635867792;1,21908E+18;20/01/2020 02:22;Bank of America app anytime I make a transaction: https://t.co/PLTIfYesaU;0
27814262;1,21908E+18;20/01/2020 02:25;@DallasDeejay @Chase don't go to Bank of America.. they ran a BS scam to weasel me out of $6,000 in cashback rewards on my business checking/credit card acct I had with them.. I'd go with TD Bank;-1
54585680;1,21909E+18;20/01/2020 02:34;Vendor Application Manager - Bank Of America - Charlotte, NC https://t.co/Hnw8VpwAlV https://t.co/ljUM7mp9Ei;0
76642704;1,21909E+18;20/01/2020 02:40;AgeWork Job Posting: Global Financial Crimes Investigator - Bank Of America - Charlotte, NC https://t.co/wExGOmjGVR;0
1,13321E+18;1,21909E+18;20/01/2020 02:41;@TWilsonOttawa <U+0001F914> If true, maybe it's time to put some pressure on big pharma. Hit them in the bank account, there's a lot of gun owners across North America that would stop buy there products if they knew big pharma is backing the anti gun lobby. This is very interesting.;0
4223420656;1,21909E+18;20/01/2020 02:41;Mira Gonzalez I started reading lawsuit against Bank of America then the screen disappeared it seems they the same one doing law suit class action against Wells Fargo CAN YOU GIVE THEIR PHONE NO PLEASE TKS https://t.co/6kb4OG3xK1;-1
8,85793E+17;1,21909E+18;20/01/2020 02:43;Bank of America  Recruitment Jobs For Freshers Apply https://t.co/oTnLqWzgNY via @bloggerever;0
9,07008E+17;1,21909E+18;20/01/2020 02:46;i pledge allegiance to the bag, of the united bank of america and to the money, for which we stand, one check under God, indivisible and wealth and health for all<U+0001F970><U+0001F49C>;0
1,08346E+18;1,21909E+18;20/01/2020 02:57;@Pouyalilpou watching the true story of america?s most diabolical bank heist;0
8,25353E+17;1,21909E+18;20/01/2020 02:58;@johnmac125 @davidhogg111 Wanting to counter-protest is not America hating.  I live in VA John do you?  I support common sense gun reform!  I support universal national background checks,  I support universal national serial number bank with the owners name,  and maybe recording Riffling of each gun.;0
3352750990;1,21909E+18;20/01/2020 02:59;@DOL_SA_RU @TheTNHoller Hey. Bank of America told me they wish you'd use your teeth a little less;-1
3313490911;1,21909E+18;20/01/2020 03:00;@amber_athey @SebGorka @realDonaldTrump I don?t think Georgie gets it. America first in that we are not going to be the worlds piggy bank longer and be taken advantage of in trade. Has nothing to do with isolation.;0
1,04431E+18;1,21909E+18;20/01/2020 03:02;This bitch begging to fuck she done a raped a nigga , you got bank of america i got chase my nigga;-1
1,21909E+18;1,2191E+18;20/01/2020 03:16;CEO says Bank of America aims to 'double' its U.S. consumer market sha https://t.co/WhRTfQXFD9;0
56678999;1,2191E+18;20/01/2020 03:19;Bank Of America Corp $BAC Trading Report https://t.co/yDMRgz1idz Click for Buy/Sell;0
2349550855;1,2191E+18;20/01/2020 03:24;"@GOPLeader What a crock of horse crap. Trump has no concept of the truth or lying, no moral compass. His decisions are based on what will feed his ego or bank account. He will sacrifice this country to save himself. You should denounce this despot to protect &amp; defend America.";0
56678999;1,2191E+18;20/01/2020 03:25;Directional Bias for Bank Of America Corp $BAC Trading Report https://t.co/oEnswOaWiJ Click for Details https://t.co/d64vHsZnvz;0
355803409;1,2191E+18;20/01/2020 03:29;@mikecote No, Bank of America is a joke;-1
183816474;1,2191E+18;20/01/2020 03:44;Bank of America CEO: Room To ?Double? Its US Retail Segment https://t.co/1DrkXWPPAx https://t.co/Bv7W4uQG20;0
46818339;1,2191E+18;20/01/2020 03:50;The massive 555 California Street, formerly the headquarters of the Bank of America, before it merged with Nations Bank under the Bank of America name, and moved to North Carolina. Note: each panel of carnelian? https://t.co/1Y7d9WFwTG;0
1,19378E+18;1,21911E+18;20/01/2020 03:54;CEO says Bank of America aims to 'double' its U.S. consumer market share - Financial Times https://t.co/6zPgdMZbvn;1
759807433;1,21911E+18;20/01/2020 03:54;"The Bank of England's Governor Fears a Liquidity Trap

If you read this, you will have a better understanding of the damage the #FED has done to America for decades
#EndTheFed #economy #markets https://t.co/UQaSBLkHRC";0
1,00685E+18;1,21911E+18;20/01/2020 03:56;Bank of America CEO:  Room To ?Double? Its US Retail Segment #payment #innovation https://t.co/BvAcGNOXvS;1
252408723;1,21911E+18;20/01/2020 04:00;"Administrators, with no direct role in patient care, cost the US health care system nearly five times more per person than they do in Canada. 

Why? Because America thinks it?s ok to make bank off the backs of patients https://t.co/gMSMuT7SUh";0
575910168;1,21911E+18;20/01/2020 04:12;"CEO says Bank of America aims to 'double' its U.S. consumer market share ? Financial Times https://t.co/RGzX7Djd7j
#YahooFinance #Traffic #Transportation #Shipping #Logistics
Follow @AFTvitaliy for #Trucking News";0
36459047;1,21911E+18;20/01/2020 04:23;@MochaSweetOnYa Bank of America...the key is to know the best settings for you...mine is keep a certain balance or have direct deposit monthly. I might have paid a maintenance fee once in my life;0
2305789392;1,21912E+18;20/01/2020 04:37;"@FancyBitch_Here Adobe
American Cancer Society
American Express
AT&amp;T
Avon
Bank of America
Bath &amp; Body Works
Ben &amp; Jerry?s
Clorox
Converse
Deutsche Bank
Dockers
Energizer
Expedia
ExxonMobil
Fannie Mae
Groupon
Intuit
Johnson &amp; Johnson
La Senza
Levi Strauss
Liberty Mutual
Macy?s
March of Dimes";0
26192899;1,21912E+18;20/01/2020 04:41;DATA ROOM | Credit Suisse hired for $2bn+ Dalrymple Bay IPO and joins Bank of America and HSBC in working on a sale of the terminal on behalf of owner Brookfield. @BridgetCarterb #coal #ausbiz #mining #energy #infrastructure https://t.co/WqITWBJAc7;0
20044440;1,21912E+18;20/01/2020 04:42;Central banks' ability to turn-around their economies is limited after what Bank of America estimates is more than 700 interest rate cuts and around $12 trillion in quantitative easing since 2009. https://t.co/eljkONdwFy;0
34707328;1,21912E+18;20/01/2020 04:49;JPMorgan Chase, Bank of America, Citigroup, Wells Fargo, Goldman Sachs and Morgan Stanley ? avoided paying a combined total of $18 billion worth of taxes last year as a result of President Trump?s tax cuts. This... https://t.co/Qb4ZRbfW9B;-1
727219544;1,21912E+18;20/01/2020 04:52;If I order another card from Bank of America they going to cancel my account I know they be like bitch you ?lost? it again <U+0001F602> https://t.co/5XWBVUvawa;-1
1066366129;1,21912E+18;20/01/2020 05:07;@Freedomnow71 @Adjustedwell IRS targeting, Uranium One, vow of flexibility to Putin, Bank bailout repayments set up to fund Leftist causes, Deceived re Obamacare, decimated US military while adding 10 Trillion debt, ILLEGALLY spied on Americans! Treason Ad nauseam!  Obama is an America hating <U+0001F40D>;-1
1568402569;1,21912E+18;20/01/2020 05:09;@anoop8528 @ANI I will my lord. Anything for you. Should I also open a bank account at bank of america?;0
1,02519E+18;1,21913E+18;20/01/2020 05:26;CEO says Bank of America aims to 'double' its U.S. consumer market share ? Financial?Times https://t.co/VoslF7gIrd;0
39101484;1,21913E+18;20/01/2020 05:27;@LUWOODSS @dejavryon Shidddd you got Usaa? Bank of America? Navy Fed?;0
2386229700;1,21913E+18;20/01/2020 05:43;"This list of member companies was last updated October 2019.
...
Australian Securities Exchange
ATCO
Australian Securities Exchange
Australian Unity
BAE Systems Australia
Bain &amp; Company
Bank of America Merrill Lynch
Bank of China
Bechtel
Bendigo and Adelaide Bank Group
...";0
259217913;1,21914E+18;20/01/2020 05:50;"Navyfed credit union 
Bank of America 
If you or your client got these two banks
HMU let?s cash our big this week https://t.co/MPVKD4lp3y";0
1,02488E+18;1,21914E+18;20/01/2020 06:01;@IvankaTrump Honestly I think it was you guess the Apple do not fall far from the tree. Your family as a whole is really involved and smart. Great to see a family so tight and doing great things all of you. Now you guys need to build a real Bank Of America. A non profit bank clearing our debt;0
9,43148E+17;1,21914E+18;20/01/2020 06:05;@ImLookgBackAtU The Democrats Believe They Are Trying To Improve America, And I Think That's Pretty Critical.  Same With The Republicans.  The Only Thing Either Of Them Do, Is Improve Their Bank Accounts.;0
